# I(in0),I(in1),I(in2),I(in3),I(in4),I(in5),I(in6),I(in7),I(in8),I(in9),O(out0),O(out1),O(out2),O(out3),O(out4)
0.1962,0.4118,0.2354,0.1178,0.4902,0.0394,0.2158,0.3922,0.2942,0.3138,0.4510,0.2746,0.0982,0.0198,0.0590,0.0786,0.1374,0.4706,0.3726,0.3334,0.4314,0.2550,0.1766,0.1570,0.3530
0.2746,0.3726,0.0198,0.1178,0.3530,0.0982,0.4314,0.0394,0.1766,0.2942,0.4510,0.3922,0.1570,0.2158,0.0590,0.3334,0.3138,0.4706,0.0786,0.4118,0.2354,0.4902,0.2550,0.1374,0.1962
0.1962,0.4118,0.4510,0.3530,0.3138,0.4314,0.0394,0.2942,0.0982,0.4902,0.3726,0.1766,0.1374,0.1178,0.2354,0.0198,0.0786,0.4706,0.3922,0.0590,0.1570,0.2158,0.3334,0.2746,0.2550
0.1374,0.2354,0.4118,0.1962,0.3726,0.2550,0.3334,0.0590,0.2746,0.2942,0.4510,0.0198,0.3138,0.1570,0.2158,0.4902,0.3530,0.4314,0.3922,0.1766,0.0982,0.1178,0.0786,0.0394,0.4706
0.4314,0.1962,0.0786,0.2942,0.4706,0.0198,0.3726,0.0982,0.2550,0.3138,0.0394,0.4902,0.1178,0.1374,0.2354,0.0590,0.4510,0.3334,0.1766,0.2158,0.1570,0.3922,0.4118,0.3530,0.2746
0.3726,0.0786,0.3530,0.0198,0.2158,0.2550,0.4314,0.4902,0.1766,0.2746,0.0394,0.0590,0.4510,0.1374,0.3334,0.1178,0.1570,0.3138,0.1962,0.2354,0.4706,0.3922,0.2942,0.0982,0.4118
0.3530,0.4706,0.2746,0.3138,0.1766,0.4510,0.2354,0.0394,0.0982,0.0198,0.0590,0.4902,0.1570,0.1178,0.3334,0.2550,0.4314,0.0786,0.2942,0.1962,0.1374,0.4118,0.3922,0.2158,0.3726
0.3530,0.2550,0.1178,0.4314,0.3138,0.0394,0.1570,0.2942,0.4706,0.1766,0.3334,0.1962,0.2746,0.1374,0.4902,0.2158,0.3922,0.4510,0.4118,0.0982,0.2354,0.3726,0.0590,0.0786,0.0198
0.0982,0.2354,0.3138,0.4118,0.3922,0.1178,0.1766,0.3334,0.4902,0.1570,0.0786,0.1374,0.3530,0.0394,0.0590,0.3726,0.2158,0.2550,0.1962,0.2746,0.4706,0.4314,0.4510,0.2942,0.0198
0.4902,0.0786,0.1962,0.2746,0.3138,0.1374,0.2942,0.2158,0.3922,0.0590,0.3334,0.2550,0.3530,0.4706,0.4510,0.0394,0.0198,0.1570,0.3726,0.2354,0.4118,0.1766,0.4314,0.1178,0.0982
0.4060,0.4500,0.4160,0.3820,0.4740,0.4260,0.3680,0.2120,0.2900,0.3100,0.3780,0.4080,0.3300,0.2640,0.3860,0.3480,0.4460,0.4680,0.4340,0.2700,0.2460,0.4140,0.4520,0.3140,0.4260
0.5500,0.4300,0.4100,0.2880,0.6020,0.2660,0.5080,0.4140,0.3640,0.4300,0.3920,0.5140,0.3720,0.2160,0.3880,0.3200,0.4120,0.5580,0.4260,0.3460,0.4560,0.5980,0.4800,0.4140,0.5220
0.2640,0.3400,0.3860,0.3680,0.3740,0.3620,0.2560,0.2420,0.3280,0.2820,0.3140,0.2600,0.3300,0.1260,0.2680,0.3340,0.3400,0.3340,0.3420,0.2260,0.2820,0.3080,0.3560,0.2720,0.3580
0.7380,0.5800,0.5920,0.5460,0.7260,0.4380,0.6640,0.5300,0.5200,0.5320,0.5360,0.6100,0.5440,0.4000,0.6240,0.4540,0.5920,0.7240,0.6080,0.4380,0.5460,0.7680,0.7080,0.5000,0.6060
0.5460,0.4420,0.4200,0.4300,0.4800,0.3340,0.4660,0.4620,0.4560,0.3940,0.4840,0.4620,0.4800,0.3080,0.5360,0.3800,0.4740,0.5580,0.4160,0.4260,0.4860,0.6320,0.3780,0.2380,0.4360
