# S(net10),S(net14),S(net9),S(net13),S(net12),S(net7),S(net6),S(net11),S(net5),S(net8),S(net16),S(net4),S(net19),S(net17),S(net0),S(net1),S(out1),S(out4),S(out2),S(net2),S(net3),S(net15),S(net18),S(out0),S(out3)
0.000000002621,0.000000001711,0.000000000267,0.000000002193,0.000000000909,0.000000003289,0.000000000669,0.000000001417,0.000000001845,0.000000000535,0.000000002995,0.000000001578,0.000000003129,0.000000000775,0.000000002487,0.000000001952,0.000000002728,0.000000001284,0.000000002353,0.000000002086,0.000000001043,0.000000002888,0.000000000134,0.000000000401,0.000000001177
0.000000002448,0.000000000433,0.000000000217,0.000000001387,0.000000001257,0.000000000737,0.000000000953,0.000000001603,0.000000001993,0.000000001690,0.000000000845,0.000000001907,0.000000002643,0.000000001495,0.000000002210,0.000000002318,0.000000000108,0.000000001798,0.000000000542,0.000000000325,0.000000001170,0.000000002557,0.000000002123,0.000000000628,0.000000001062
0.000000002313,0.000000001343,0.000000001592,0.000000000249,0.000000001915,0.000000000373,0.000000002189,0.000000000846,0.000000000622,0.000000000497,0.000000001095,0.000000002935,0.000000002040,0.000000002687,0.000000002438,0.000000001194,0.000000003060,0.000000001841,0.000000002786,0.000000000124,0.000000001692,0.000000000945,0.000000002562,0.000000000721,0.000000001468
0.000000001927,0.000000001034,0.000000000588,0.000000001504,0.000000000799,0.000000000447,0.000000002397,0.000000000682,0.000000000893,0.000000000353,0.000000001833,0.000000000118,0.000000002068,0.000000002656,0.000000001152,0.000000001598,0.000000001269,0.000000002303,0.000000000235,0.000000001387,0.000000002867,0.000000001716,0.000000002186,0.000000002773,0.000000002515
0.000000001687,0.000000000611,0.000000000465,0.000000002250,0.000000001907,0.000000002152,0.000000002005,0.000000001443,0.000000000709,0.000000000122,0.000000000342,0.000000000244,0.000000001174,0.000000001076,0.000000002519,0.000000001296,0.000000002739,0.000000002396,0.000000000954,0.000000000831,0.000000002641,0.000000001565,0.000000001785,0.000000002885,0.000000003008
0.000000001298,0.000000000265,0.000000000133,0.000000001033,0.000000001166,0.000000002199,0.000000001696,0.000000000398,0.000000001404,0.000000002305,0.000000001563,0.000000001802,0.000000002994,0.000000001961,0.000000003259,0.000000002729,0.000000003100,0.000000002862,0.000000000503,0.000000000768,0.000000002067,0.000000002570,0.000000000663,0.000000000901,0.000000002464
0.000000001230,0.000000000089,0.000000000356,0.000000000695,0.000000000446,0.000000002103,0.000000000873,0.000000000784,0.000000001319,0.000000001479,0.000000001907,0.000000002192,0.000000001140,0.000000000267,0.000000001051,0.000000001390,0.000000001728,0.000000000606,0.000000000944,0.000000000178,0.000000001639,0.000000000517,0.000000002014,0.000000001818,0.000000001568
0.000000001052,0.000000002103,0.000000002481,0.000000001321,0.000000000404,0.000000002642,0.000000001159,0.000000000782,0.000000000135,0.000000002777,0.000000001564,0.000000000674,0.000000001995,0.000000000917,0.000000003020,0.000000002238,0.000000000270,0.000000000539,0.000000001833,0.000000001456,0.000000002373,0.000000002912,0.000000003289,0.000000003182,0.000000001699
0.000000001032,0.000000001872,0.000000001120,0.000000002152,0.000000001347,0.000000001540,0.000000000087,0.000000001715,0.000000000770,0.000000000350,0.000000000507,0.000000000175,0.000000000927,0.000000000682,0.000000001452,0.000000001295,0.000000000262,0.000000000857,0.000000001977,0.000000000437,0.000000000595,0.000000001207,0.000000002065,0.000000001627,0.000000001785
0.000000000984,0.000000002131,0.000000000619,0.000000002241,0.000000001949,0.000000001421,0.000000000182,0.000000000874,0.000000001694,0.000000000273,0.000000000364,0.000000001512,0.000000001603,0.000000001348,0.000000000528,0.000000001257,0.000000001075,0.000000000091,0.000000001858,0.000000001166,0.000000000783,0.000000002040,0.000000000455,0.000000000692,0.000000001767
0.000000000702,0.000000000647,0.000000000721,0.000000000665,0.000000000758,0.000000000924,0.000000000517,0.000000000758,0.000000000536,0.000000000296,0.000000000462,0.000000000536,0.000000001016,0.000000000647,0.000000000868,0.000000000443,0.000000000536,0.000000000887,0.000000000813,0.000000000517,0.000000000462,0.000000000831,0.000000000739,0.000000000388,0.000000000573
0.000000000618,0.000000000336,0.000000000119,0.000000000326,0.000000000217,0.000000000456,0.000000000282,0.000000000304,0.000000000477,0.000000000423,0.000000000434,0.000000000380,0.000000000553,0.000000000271,0.000000000521,0.000000000488,0.000000000239,0.000000000195,0.000000000499,0.000000000250,0.000000000412,0.000000000553,0.000000000532,0.000000000380,0.000000000282
0.000000000484,0.000000000308,0.000000000132,0.000000000439,0.000000000381,0.000000000791,0.000000000454,0.000000000396,0.000000000425,0.000000000396,0.000000000733,0.000000000557,0.000000000645,0.000000000220,0.000000000630,0.000000000645,0.000000000821,0.000000000527,0.000000000396,0.000000000513,0.000000000484,0.000000000571,0.000000000586,0.000000000571,0.000000000630
0.000000000446,0.000000000446,0.000000000264,0.000000000396,0.000000000231,0.000000000495,0.000000000264,0.000000000215,0.000000000231,0.000000000215,0.000000000231,0.000000000297,0.000000000363,0.000000000314,0.000000000462,0.000000000413,0.000000000446,0.000000000413,0.000000000446,0.000000000314,0.000000000528,0.000000000478,0.000000000281,0.000000000330,0.000000000379
0.000000000369,0.000000000310,0.000000000192,0.000000000457,0.000000000295,0.000000000280,0.000000000310,0.000000000251,0.000000000369,0.000000000560,0.000000000265,0.000000000428,0.000000000501,0.000000000251,0.000000000339,0.000000000339,0.000000000280,0.000000000192,0.000000000428,0.000000000103,0.000000000354,0.000000000516,0.000000000516,0.000000000369,0.000000000383
0.000000000069,0.000000000020,0.000000000010,0.000000000010,0.000000000069,0.000000000020,0.000000000088,0.000000000020,0.000000000049,0.000000000059,0.000000000029,0.000000000079,0.000000000088,0.000000000069,0.000000000098,0.000000000118,0.000000000039,0.000000000020,0.000000000049,0.000000000010,0.000000000069,0.000000000088,0.000000000039,0.000000000059,0.000000000079
0.000000000051,0.000000000047,0.000000000052,0.000000000048,0.000000000055,0.000000000067,0.000000000037,0.000000000055,0.000000000039,0.000000000021,0.000000000033,0.000000000039,0.000000000073,0.000000000047,0.000000000063,0.000000000032,0.000000000039,0.000000000064,0.000000000059,0.000000000037,0.000000000033,0.000000000060,0.000000000053,0.000000000028,0.000000000041
