# I(in0),I(in1),I(in2),I(in3),I(in4),I(in5),I(in6),I(in7),I(in8),I(in9),O(out0),O(out1),O(out2),O(out3),O(out4)
0.2354,0.4314,0.2550,0.4902,0.3138,0.3530,0.0198,0.3922,0.1766,0.0786,0.1178,0.0394,0.2158,0.1570,0.3334,0.2942,0.0590,0.1962,0.4510,0.0982,0.1374,0.2746,0.4706,0.3726,0.4118
0.2746,0.0198,0.0786,0.1570,0.0982,0.4706,0.1962,0.1766,0.2942,0.3334,0.4314,0.4902,0.2550,0.0590,0.2354,0.3138,0.3922,0.1374,0.2158,0.0394,0.3726,0.1178,0.4510,0.4118,0.3530
0.1962,0.0394,0.0198,0.1570,0.1766,0.3334,0.2550,0.0590,0.2158,0.3530,0.2354,0.2746,0.4510,0.2942,0.4902,0.4118,0.4706,0.4314,0.0786,0.1178,0.3138,0.3922,0.0982,0.1374,0.3726
0.2158,0.4706,0.1374,0.4902,0.4314,0.3138,0.0394,0.1962,0.3726,0.0590,0.0786,0.3334,0.3530,0.2942,0.1178,0.2746,0.2354,0.0198,0.4118,0.2550,0.1766,0.4510,0.0982,0.1570,0.3922
0.3726,0.2158,0.2550,0.0394,0.3138,0.0590,0.3530,0.1374,0.0982,0.0786,0.1766,0.4706,0.3334,0.4314,0.3922,0.1962,0.4902,0.2942,0.4510,0.0198,0.2746,0.1570,0.4118,0.1178,0.2354
0.3922,0.2550,0.0394,0.3334,0.1374,0.4902,0.0982,0.2158,0.2746,0.0786,0.4510,0.2354,0.4706,0.1178,0.3726,0.2942,0.4118,0.1962,0.3530,0.3138,0.1570,0.4314,0.0198,0.0590,0.1766
0.1570,0.3138,0.3726,0.1962,0.0590,0.3922,0.1766,0.1178,0.0198,0.4118,0.2354,0.0982,0.2942,0.1374,0.4510,0.3334,0.0394,0.0786,0.2746,0.2158,0.3530,0.4314,0.4902,0.4706,0.2550
0.2746,0.0982,0.0786,0.3726,0.3138,0.3530,0.3334,0.2354,0.1178,0.0198,0.0590,0.0394,0.1962,0.1766,0.4118,0.2158,0.4510,0.3922,0.1570,0.1374,0.4314,0.2550,0.2942,0.4706,0.4902
0.3334,0.1766,0.0982,0.2550,0.1374,0.0786,0.4118,0.1178,0.1570,0.0590,0.3138,0.0198,0.3530,0.4510,0.1962,0.2746,0.2158,0.3922,0.0394,0.2354,0.4902,0.2942,0.3726,0.4706,0.4314
0.4510,0.0786,0.0394,0.2550,0.2354,0.1374,0.1766,0.2942,0.3726,0.3138,0.1570,0.3530,0.4902,0.2746,0.4118,0.4314,0.0198,0.3334,0.0982,0.0590,0.2158,0.4706,0.3922,0.1178,0.1962
0.0000,0.0000,0.0000,0.0000,0.0040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0040
0.1520,0.1400,0.1560,0.1440,0.1640,0.1980,0.1120,0.1640,0.1140,0.0640,0.1000,0.1160,0.2200,0.1400,0.1880,0.0980,0.1160,0.1920,0.1760,0.1120,0.1000,0.1800,0.1600,0.0840,0.1240
0.1080,0.1080,0.0640,0.0960,0.0560,0.1200,0.0660,0.0520,0.0560,0.0520,0.0560,0.0720,0.0880,0.0760,0.1120,0.1000,0.1080,0.1000,0.1080,0.0760,0.1280,0.1160,0.0680,0.0780,0.0900
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1320,0.0840,0.0360,0.1200,0.1040,0.2140,0.1240,0.1080,0.1140,0.1080,0.2000,0.1520,0.1740,0.0600,0.1720,0.1760,0.2240,0.1440,0.1080,0.1400,0.1320,0.1560,0.1600,0.1560,0.1720
